id,creationTime,modifiedTime,owner,statusCode,expectedDeliveryDate,quantityUnitCode,quantityValue,version
CurrentItemQuantityData|08c44a76-daf4-4de5-abb8-cc10a2a284f6,2013-05-28 13:46:28:000 +0200,2013-05-28 13:46:28:000 +0200,ItemLocationData|e71c70a3-1f0a-4133-bccf-de270d893988,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08d4a772-9ee5-4158-b9c2-daaf586e9328,2013-05-28 13:46:48:000 +0200,2013-05-28 13:46:48:000 +0200,ItemLocationData|5af6e079-08a6-449e-9766-e7eb154d8ada,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08d557aa-ad0b-48e7-8d27-04bc5ee5eb1b,2013-05-28 13:46:03:000 +0200,2013-05-28 13:46:03:000 +0200,ItemLocationData|60ad3845-0757-4321-bdb8-a1caad77b3d8,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08d6184e-fcd5-4c5a-8855-56fc8f34b519,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200,ItemLocationData|fedff53a-3ee8-4854-b33a-521355058e92,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08d94ac7-9050-46d3-99fd-b04563dc0eb8,2013-05-28 13:46:35:000 +0200,2013-05-28 13:46:35:000 +0200,ItemLocationData|92549ba3-db92-4c3f-b357-6bbff0b59934,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08eb3c83-dd47-4df4-9257-678a3c520c80,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|25754576-ed74-4423-aea5-071a7e9fb990,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08f75046-5503-4a1d-ba77-9eaf367831b0,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200,ItemLocationData|e3b30688-435f-4331-a55d-36d1f9c59cce,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|08fb3d9a-1bc7-41cd-a429-553f693d9348,2013-05-28 13:46:19:000 +0200,2013-05-28 13:46:19:000 +0200,ItemLocationData|301e699d-28ca-4557-b939-e4a563ae3006,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09012a26-b2be-465b-aff5-c0d916602671,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200,ItemLocationData|23b6abc9-c39d-4a07-9811-7c6d6d5dee95,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0919d0f9-d42b-4144-8696-b230e4efb2ee,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|562ae599-d863-4902-a390-ac4406931396,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|091f7a0f-f315-42be-848f-b4c2b6089837,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200,ItemLocationData|01223d85-4235-48ac-8f48-68c9787fe000,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|092d402c-29d0-4c17-a6df-10e6ef9cc3dd,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|50d47da1-5328-4719-88f2-a4c695b27690,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09320f46-b661-4960-829b-2680f78317c8,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|09210279-b4a0-4819-910c-13ff47489539,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|093f41db-1c32-4d67-a77e-cfe99054d92c,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|ce91a77a-172f-452f-b17b-ac1cdb6a05cd,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0948ed2e-0317-49c2-98e6-a1bd67a7bfbb,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|75105b0c-7817-4be6-99a3-5adf78ae62a8,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09523ee9-ffa1-473c-9441-f5d8b07b5fc2,2013-05-28 13:46:22:000 +0200,2013-05-28 13:46:22:000 +0200,ItemLocationData|8ab87ba8-e9d4-4e2b-869e-4ed0cb0ad04f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|095ad7a1-a834-4a97-a40b-22cb718c91a7,2013-05-28 13:46:14:000 +0200,2013-05-28 13:46:14:000 +0200,ItemLocationData|1e5d69db-69dc-4b5f-b26e-78128e71cfaf,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09682c55-085e-4fc1-b6b9-1ecc8e6bae6d,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200,ItemLocationData|94c89406-c8d8-4c40-8f8a-6d3476a329ea,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0979e0ad-4c3c-4eb6-910a-260648755fc2,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|4d353c72-eac5-4303-9183-6dd48a0400cb,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0989551f-8652-4a6b-b97a-bce375dd5ab7,2013-05-28 13:46:35:000 +0200,2013-05-28 13:46:35:000 +0200,ItemLocationData|84d1558b-66e9-4008-8dba-6a0cc4e9efd6,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09899e39-5b94-4de4-96ce-56ff918d9d6a,2013-05-28 13:46:04:000 +0200,2013-05-28 13:46:04:000 +0200,ItemLocationData|7c8a7d7a-6727-4b05-99a0-003ea5e13250,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|098da8f2-14cc-4f36-a64d-a00f7cbb5314,2013-05-28 13:46:06:000 +0200,2013-05-28 13:46:06:000 +0200,ItemLocationData|bc42d881-2019-4ff3-b332-8cab8a2a9e4a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|099d4921-ab58-4076-89e2-73943ea3d491,2013-05-28 13:46:32:000 +0200,2013-05-28 13:46:32:000 +0200,ItemLocationData|aeb3cfd3-dcf8-464a-86eb-2cd6b289e026,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|099e3e9d-4f42-44d8-8213-4a9536c137bb,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|335a0481-c26e-48b7-8b28-6591eae859ed,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|099f931f-6b59-4f24-b66c-173e191b520b,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200,ItemLocationData|82dac99f-8c83-4f98-92a2-eff7cfc9a8fd,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09c3cb1e-3dc7-4da4-b119-6f81c430216f,2013-05-28 13:46:34:000 +0200,2013-05-28 13:46:34:000 +0200,ItemLocationData|96d8bdfb-76cd-4b12-aad1-1933a993138b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09c4adff-cbaf-4ecd-bd34-4a05350db0e8,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200,ItemLocationData|632d7705-51a3-4fa2-b7f1-808e55aed935,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09c8581f-6d08-41ac-b56e-b59266002923,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200,ItemLocationData|c6abeda3-61f4-429e-983f-97040c95cb20,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09cbd770-d928-496c-8d66-ae98bccee85c,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|2b3aa2c2-c98a-40ee-866d-92c89b6df34c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09e885f6-96a1-46a7-b1dd-a392226933cf,2013-05-28 13:46:04:000 +0200,2013-05-28 13:46:04:000 +0200,ItemLocationData|7f070895-e497-48bd-a781-52c2de63148a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09ed40cc-3604-44a4-b4ce-e2b908538c9e,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|4cec1ea7-387c-4e32-a60e-f85134fe4777,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09ef9c6f-5441-4c97-91d1-6d247d887b81,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200,ItemLocationData|699fe08e-0bdf-406c-85ee-6e3d24b42981,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|09f80573-77b4-491b-bfad-0a86969c4500,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|b9d6f2dc-8cd7-40c0-8111-48fcfa877b02,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a00f04c-28e3-41cd-a662-de3f7bd0ef2d,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|545c7840-09cb-4853-a9ea-2ea0078cb8c7,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a01179a-693a-458c-9689-14b82860f53f,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|3647cbf6-fc17-4059-b91e-84f595687968,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a08010b-ada1-4a85-8c27-a1090431de45,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|6daeecf8-27b0-4481-bc07-586371060d22,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a1040ad-0e82-4acc-ac86-359e0dae129d,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|9f7f9af2-2aaa-41e4-920b-0b29913635b3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a153acf-0a92-43a4-b657-ed36d0ddeb14,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|99299df7-5d1c-488e-bc0e-ee67c62e10ad,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a182e52-7d98-4b4a-97a0-8c1ede27d3bc,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200,ItemLocationData|17586216-d563-4fe7-8dc1-69f8de9ffc2b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a2b57c1-6f1c-4f17-835c-76af70c056b9,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200,ItemLocationData|de092274-de2f-4ae7-b03f-7c1b0cd9418e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a31cdd8-9dc3-483f-a8b6-9752e37b81ad,2013-05-28 13:46:34:000 +0200,2013-05-28 13:46:34:000 +0200,ItemLocationData|47dd84d1-90a9-4843-81cd-f49d7bd55c73,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a3a906e-f644-4445-a600-1b28284e43c3,2013-05-28 13:46:04:000 +0200,2013-05-28 13:46:04:000 +0200,ItemLocationData|97e3e74d-1414-45c4-a421-911a8ebcaa97,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a3b190b-2926-4ee1-ba9c-486f5df0c1d2,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|672e9a02-ed6e-43a4-b2db-3faa907f3407,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a450f96-5f0a-4cbe-a5a1-adca4cf95776,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|c4cc6e5e-1acd-4a9e-bb1d-4d571e993eb4,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a4b53f6-83e5-4813-9475-17c75cd80157,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|6c5afec3-d6d1-4aa5-8b4a-16fa7c1955de,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a591893-c27d-4a7d-bb9f-7755035d04f5,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|632ca644-1a82-4a00-b38a-6a5c71f21f34,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a5f49a2-b850-459a-9325-e18a74bd2405,2013-05-28 13:46:06:000 +0200,2013-05-28 13:46:06:000 +0200,ItemLocationData|e6a0e223-7836-425b-b8e1-26f114c198d3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a65a90d-a60c-4b43-bf5c-bf75d10edaf3,2013-05-28 13:46:44:000 +0200,2013-05-28 13:46:44:000 +0200,ItemLocationData|86f3b5dd-c4d8-41fc-a75e-2c08dbaa45f7,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a680ef6-c1e9-4d88-9d8f-a45749d173a7,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200,ItemLocationData|de7ff80f-fb4b-4f84-918e-7243f46b3139,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a6988b3-feed-4400-8411-66dc421794a4,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200,ItemLocationData|19d1a67f-3394-46a0-b6aa-d1b312bdbd7f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a6dceca-2848-4146-a24d-78d0e973de0d,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200,ItemLocationData|ed6c98ac-40da-41a0-91ed-e94e5fb7bcd5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a76d0be-bf5e-4450-9275-f996ff5cbfa2,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200,ItemLocationData|3bb12395-e61d-4578-970e-375faa47d1e3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a77468e-bf99-4f5c-8316-6c9670ed11ac,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200,ItemLocationData|6934f19d-5166-4194-991d-c1f5329cd87f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a7f598f-708e-4438-85fe-cc3927124e2c,2013-05-28 13:46:41:000 +0200,2013-05-28 13:46:41:000 +0200,ItemLocationData|930eee57-3d52-4227-8481-d717feafb3a2,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a85c2d3-b51d-4328-9f25-9cf8fe55cdf2,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|f92e3005-58eb-4aa2-ac76-40e65daf2300,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a876c80-5739-4d74-ba30-8454e0a16cda,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|a1529aff-9e30-44b9-bd4a-8d3e0e74f459,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a8abb1a-8826-41f0-89c7-a594ad719e56,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|94379651-b80c-4775-8270-b882e7ab01d5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0a9d8382-9336-4121-9bf1-a48d84ee4dee,2013-05-28 13:46:43:000 +0200,2013-05-28 13:46:43:000 +0200,ItemLocationData|8d2d93ba-05a1-4cd4-83bb-18772e8a2c20,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0abad9da-a044-4ee7-8bb2-2d7e34e3b526,2013-05-28 13:46:29:000 +0200,2013-05-28 13:46:29:000 +0200,ItemLocationData|798cfb30-547e-400f-8a40-18e240e13730,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0abbca32-90c8-48e3-83e8-d2f461595869,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200,ItemLocationData|1a7e3535-39d1-4803-87f3-c0465418e9d6,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0ac2b5bb-0700-4ac1-b339-4e84aa4f8239,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|bb46a54f-4262-4f60-9a07-27e228965f52,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0ac85fda-ba4d-4957-a7c5-5b7a995d128f,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|9c0c3886-c8f4-4a2a-b39d-d62d84cf9adc,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0acdac60-e808-4460-b916-af25736eb295,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200,ItemLocationData|c3437fe5-f815-4b9a-a402-1144033ca57f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0ad41aa2-61be-4fa5-9017-2d6eaaec6eec,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|18cfecc7-9fdd-4ea8-a45b-f236f15a7886,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0adfccfb-2ae6-4299-9b4e-46fe850d4b0d,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200,ItemLocationData|cbcd4154-b2ae-4e1e-b388-8cea68a5f4f2,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0afad153-93bb-4ed7-a4ac-3ddfd0cacdda,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|a83fbc0f-ae77-4228-8cf6-1c51878cdc16,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0afd727d-6cc1-42cb-b405-75cf1b2cee9b,2013-05-28 13:46:45:000 +0200,2013-05-28 13:46:45:000 +0200,ItemLocationData|35f627d9-c8c1-4e4d-b5f3-2c23f43c8f83,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b0378f1-ed57-440f-b785-013ae598839f,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200,ItemLocationData|b9ffa822-1bf5-4434-a7d8-a25e1c034ff5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b147027-82e4-4be2-b7b7-4b647f8c2fd2,2013-05-28 13:46:28:000 +0200,2013-05-28 13:46:28:000 +0200,ItemLocationData|6e4abf4d-f9a3-4a88-b73f-71e2c7278832,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b170c83-17c4-4cf0-89a3-381fd1a42b7b,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|03b137ca-c69f-4163-b8ed-83a7ea8861e1,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b174818-82cf-4e36-8d03-15e43a177b6e,2013-05-28 13:46:19:000 +0200,2013-05-28 13:46:19:000 +0200,ItemLocationData|898d7ee0-0772-493b-9ac4-5be45a64c0ae,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b1b9425-7fd4-4358-b288-e23117ab81d8,2013-05-28 13:46:43:000 +0200,2013-05-28 13:46:43:000 +0200,ItemLocationData|ec0a38f7-d987-4caa-a041-f35526ea6f2e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b419f88-ca66-41cb-851b-b9738fd2dd63,2013-05-28 13:46:19:000 +0200,2013-05-28 13:46:19:000 +0200,ItemLocationData|20d280af-e61d-4fc0-a6aa-172c89bc2187,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b4966b5-3dd6-4f8f-a3ed-bd2d3c06cc76,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|79e9f5d6-c7e6-4704-84ef-8017c5b9210e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b4d7fbd-423e-4dc4-a4b3-1e2d1c07e1f6,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|e6817939-d94d-416f-a99f-f0eed69ebcdf,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b5c0494-281a-4416-b211-a44b44d25e98,2013-05-28 13:46:26:000 +0200,2013-05-28 13:46:26:000 +0200,ItemLocationData|ffc43a14-6ac8-4df6-9e77-3f908f9d231d,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b5fdba7-94f0-491f-89ac-8a92474bc8ea,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|dcfa2ffd-0b98-4818-bf33-2731bc9758c1,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b61a907-00ef-44c9-b83d-50325a3de2dd,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200,ItemLocationData|c035e70d-fce0-4302-9c40-2df5871e9774,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b6ca85d-b118-41f6-aa30-752fad50fb37,2013-05-28 13:46:45:000 +0200,2013-05-28 13:46:45:000 +0200,ItemLocationData|e1b6b021-599d-4e70-a083-244045948799,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b6cc231-f24a-4a0f-9696-6b96298c1c01,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|8242db89-77ab-4cf2-b3e7-dce269902625,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b71d0d9-0542-412f-9acb-22ffc153b7e4,2013-05-28 13:46:29:000 +0200,2013-05-28 13:46:29:000 +0200,ItemLocationData|fcf1b1b9-0651-46d4-8e47-fb63da20b100,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b7566c6-c8ad-44dc-a0b4-ce6b5652742f,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|c611bf56-665b-4d08-ae60-b25153fa1b39,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b8ad825-0c65-4f44-bcf4-ffa249121082,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200,ItemLocationData|53843508-3394-4c1c-9edb-3a3cef18821d,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b94827d-0c7e-40f8-9ae3-c6d8c24a9420,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|29bbf223-bb19-4dfd-bedd-d5a2813d0ebe,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b96e872-a11d-4953-92ec-af36b808c678,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200,ItemLocationData|e21376b8-62ba-4280-8aac-2608db2f4ba9,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0b9870a1-0282-4fc3-b6c4-6297d206d93c,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|ab74ce19-c413-4bf5-b66f-1ce663b8c251,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0ba43110-9a2e-42f7-8d3f-734e4ecbaf7a,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200,ItemLocationData|9432902f-a3dc-4467-9aa0-d875e6e61f72,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bb85a0e-fc69-4011-a282-2c8eb091626b,2013-05-28 13:46:48:000 +0200,2013-05-28 13:46:48:000 +0200,ItemLocationData|568b28b0-0d57-4448-867c-6ce2fc15311f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bc6ff24-06d1-412f-94d7-c0b58e7b3329,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|af8eed7e-3ef9-4597-8879-066683f6f9c3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bcb1f6e-c929-4571-9de4-cb7adea179ee,2013-05-28 13:46:39:000 +0200,2013-05-28 13:46:39:000 +0200,ItemLocationData|2d197fa7-bfa0-4310-9eb6-17a50a233d6b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bd53438-dbde-4a17-9650-b889122f1009,2013-05-28 13:46:21:000 +0200,2013-05-28 13:46:21:000 +0200,ItemLocationData|ae60ac37-badf-4605-937d-6d51b9c473d4,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bd9382f-b56e-4337-b7cd-fb255dd68019,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|afde08f0-1d1f-4b6c-aec2-81a4ace6b4ca,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bd959d0-e194-4d62-a02c-c001fd5c9b5a,2013-05-28 13:46:03:000 +0200,2013-05-28 13:46:03:000 +0200,ItemLocationData|6ec80d81-f7f6-4b4f-8842-eb556dc1bd7c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0bde71eb-4bec-4960-ae4c-e00b162a3c58,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200,ItemLocationData|e43fcd0e-0e38-4e75-84ff-0706216f8d7a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0be1f98a-3fdc-4d79-a3da-e89c6c0f8191,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200,ItemLocationData|aa495573-5cc2-4dc3-8d09-92245f62ed1b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|0be83250-cb76-4a87-94ba-7d5088396aa4,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|aa9b77c2-c867-4234-b57b-e8c1d687b78f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
