itemId,stockroomLocation,future,bin,version,id,creationTime,modifiedTime
1992696,StockroomLocationData|55882c0d-6a68-4ddd-a0c4-c04e149dd0f6,false,BinData|ee834840-c3f7-4894-8d54-99055f8f2625,1,ItemLocationData|4979b682-34d5-4152-b575-232bbf7f89ee,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200
784381,StockroomLocationData|14e33d57-8a85-4279-806a-d9fd0933f326,false,BinData|d2d29199-6a53-4921-a2ee-75297cb7f23f,1,ItemLocationData|497fc5da-7af6-4a2d-9753-4b2458bd8178,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200
1981414,StockroomLocationData|14e33d57-8a85-4279-806a-d9fd0933f326,false,BinData|d2d29199-6a53-4921-a2ee-75297cb7f23f,1,ItemLocationData|49809cfe-23bb-48fb-aec1-06ecf2d5a26c,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200
1934398,StockroomLocationData|524ab20c-55ff-4f68-be17-3c77ee2d6a14,false,BinData|87bbc0df-56af-4ed3-996c-1d8f30b3e542,1,ItemLocationData|4990e1b0-94b4-4436-99b5-e86a53896224,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200
4872010,StockroomLocationData|d7267a18-65a1-43a2-aec2-4f2331508c32,false,BinData|d49c433a-9dab-493a-8a76-c49c8e1ed3d1,1,ItemLocationData|4996cb98-dbf6-4fa8-855d-6ca8b0b96c05,2013-05-28 13:46:37:000 +0200,2013-05-28 13:46:37:000 +0200
288846,StockroomLocationData|524ab20c-55ff-4f68-be17-3c77ee2d6a14,false,BinData|87bbc0df-56af-4ed3-996c-1d8f30b3e542,1,ItemLocationData|49995568-8190-41e3-acf0-1cf330e24c97,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200
847942,StockroomLocationData|f2b76642-45f3-4d24-bd1e-6098c5f01ded,false,BinData|b2f006dc-fac9-4679-887a-90133d5c82f2,1,ItemLocationData|49b7781b-8192-4578-ab95-857a77d492f9,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200
2231913,StockroomLocationData|3e5c43c2-d5b3-4d16-bc03-f8de9e6107c7,false,BinData|4c1bc9f3-3797-438c-aa33-caf559305079,1,ItemLocationData|49be0603-0e38-4e18-b589-ebd845f946cb,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200
478828,StockroomLocationData|50897038-bd41-49ef-885c-3aa944980e97,false,BinData|7ba74934-76ab-4c9a-acdb-34e63ba8e97d,1,ItemLocationData|49c229a8-2f07-44db-a698-60e7dcad7922,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200
911227,StockroomLocationData|524ab20c-55ff-4f68-be17-3c77ee2d6a14,false,BinData|87bbc0df-56af-4ed3-996c-1d8f30b3e542,1,ItemLocationData|49c2eaec-5978-49dd-98ea-00eecf81bdfc,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200
1297878,StockroomLocationData|29001c68-589f-4244-8f51-910a7956a17a,false,BinData|84e3bc32-fe52-41e8-bf31-6563026158e5,1,ItemLocationData|49cd8374-da16-4de7-9b96-68acc73527bf,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200
280916,StockroomLocationData|277a8751-4c18-441b-856d-651cbe762dbf,false,BinData|d45ecd88-2889-4a26-a444-5eb104f837ca,1,ItemLocationData|49e330d6-5491-4406-b49b-323c28546f49,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200
816802,StockroomLocationData|f82e9621-7207-4005-98de-df1b2def7dc3,false,BinData|b84a4300-4d72-40e4-8413-56bd0f030623,1,ItemLocationData|49e71b45-b795-42f2-87d6-21e64eb086d7,2013-05-28 13:46:37:000 +0200,2013-05-28 13:46:37:000 +0200
784380,StockroomLocationData|27e4df27-4570-4374-a9b6-85c05eb4b8c4,false,BinData|74c7d8be-27fe-4cdc-9d31-f0848958f8c5,1,ItemLocationData|49ed726b-bf1c-45de-870e-8d1ed296738f,2013-05-28 13:46:24:000 +0200,2013-05-28 13:46:24:000 +0200
1422224,StockroomLocationData|9314cf04-634b-4678-a04a-24cc96133f50,false,BinData|bac24dc6-7598-4053-a00f-434eadfe2deb,1,ItemLocationData|4a029b18-0ea9-4715-9885-2096bf235c6e,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200
1099413,StockroomLocationData|aa5b404d-da1c-4aab-aaaa-b2d8f0995d92,false,BinData|523318ee-e708-4292-a956-0d59b5be6ef2,1,ItemLocationData|4a042097-2de1-4e7b-b72c-5f0e1e695f91,2013-05-28 13:46:26:000 +0200,2013-05-28 13:46:26:000 +0200
816379,StockroomLocationData|01e3ed06-96e3-4cbd-98c1-3d2672523b5f,false,BinData|368c2487-8846-44ce-862a-bc321d534da3,1,ItemLocationData|4a073d52-6a46-4d33-819d-b0691552c903,2013-05-28 13:46:17:000 +0200,2013-05-28 13:46:17:000 +0200
503392,StockroomLocationData|6891151b-dd09-4eb0-a517-29e6aa160d1e,false,BinData|8a112d10-3132-4cec-b8b3-ce2fd4ff0e0b,1,ItemLocationData|4a0d93a5-0c87-430b-8a43-d471b4a4d201,2013-05-28 13:46:06:000 +0200,2013-05-28 13:46:06:000 +0200
472056,StockroomLocationData|45ea79c1-8f98-4f73-9b88-a7a732782396,false,BinData|ad0883b6-e9d5-45ac-afc7-65989b30b782,1,ItemLocationData|4a0f540e-5fc2-4922-b65e-47f95494f883,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200
4841579,StockroomLocationData|27e4df27-4570-4374-a9b6-85c05eb4b8c4,false,BinData|74c7d8be-27fe-4cdc-9d31-f0848958f8c5,1,ItemLocationData|4a11f11b-04b0-4949-971d-e65f36e90a83,2013-05-28 13:46:24:000 +0200,2013-05-28 13:46:24:000 +0200
429430,StockroomLocationData|e91a9a6d-e5ab-4f05-af50-03ecaf724a6b,false,BinData|9a7c5d20-82fd-4285-9a8b-9fb8ba0f6f99,1,ItemLocationData|4a13256c-f22d-48e5-9f1c-5ef0b141de17,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200
911227,StockroomLocationData|b244a351-5d62-4ed8-b2ec-e4ce37cedd7c,false,BinData|44e827c7-9461-4076-a68e-97b35097b063,1,ItemLocationData|4a1c5a25-5e23-44fd-ad7a-cee5507e36a8,2013-05-28 13:46:26:000 +0200,2013-05-28 13:46:26:000 +0200
1422222,StockroomLocationData|f2b76642-45f3-4d24-bd1e-6098c5f01ded,false,BinData|b2f006dc-fac9-4679-887a-90133d5c82f2,1,ItemLocationData|4a21f561-f424-4e41-b47c-7f0ee348a2a3,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200
337958,StockroomLocationData|94f771b0-d548-4811-a299-98b3b12ce6ea,false,BinData|7b5969d8-e0d6-4243-ba71-c46dbadc1e1d,1,ItemLocationData|4a231471-4d2a-42c2-921c-3ac296429442,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200
337958,StockroomLocationData|f348db1d-edf7-4a65-b40b-871480ff0998,false,BinData|805c9511-eb09-413a-a012-c6afe85ce805,1,ItemLocationData|4a2b832c-577a-46d1-b040-ee4ec4ef2d60,2013-05-28 13:46:48:000 +0200,2013-05-28 13:46:48:000 +0200
1298094,StockroomLocationData|6a016231-e016-43c8-a613-5066135d2c0c,false,BinData|6dadd63c-c5e4-4bc4-bfbf-15cd36d0cb31,1,ItemLocationData|4a2bd751-ae49-4fce-991f-016d6c3c1779,2013-05-28 13:46:27:000 +0200,2013-05-28 13:46:27:000 +0200
4787986,StockroomLocationData|aa5b404d-da1c-4aab-aaaa-b2d8f0995d92,false,BinData|523318ee-e708-4292-a956-0d59b5be6ef2,1,ItemLocationData|4a3399aa-1b86-44bc-b99a-629a832d7168,2013-05-28 13:46:27:000 +0200,2013-05-28 13:46:27:000 +0200
3470545,StockroomLocationData|55882c0d-6a68-4ddd-a0c4-c04e149dd0f6,false,BinData|ee834840-c3f7-4894-8d54-99055f8f2625,1,ItemLocationData|4a5f44d6-169f-4bab-b2cd-d59ecd98dfc1,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200
592506,StockroomLocationData|b3e0d077-c219-4fbf-acb8-82bc851650a1,false,BinData|e132ea88-45fa-4649-8745-40bbd4e90011,1,ItemLocationData|4a68cfe5-4a93-4247-94d8-d9370f51d843,2013-05-28 13:46:03:000 +0200,2013-05-28 13:46:03:000 +0200
23191,StockroomLocationData|00ed8938-4843-4977-8d12-94bb6335855b,false,BinData|e08b5d98-561a-40fa-b903-fc682ffce720,1,ItemLocationData|4a6a8fc5-55e1-48db-9d73-7d4fa0990e08,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200
1992695,StockroomLocationData|6891151b-dd09-4eb0-a517-29e6aa160d1e,false,BinData|8a112d10-3132-4cec-b8b3-ce2fd4ff0e0b,1,ItemLocationData|4a8efa83-b0a7-4286-be2e-3eaaba071ef5,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200
3357724,StockroomLocationData|d9e5a84e-dbb3-4183-b436-5142bf392668,false,BinData|712bfeb1-aeab-4422-9db7-c44c2b7f51ff,1,ItemLocationData|4a96beb0-52ca-4d1d-b45e-f3fb5815fddd,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200
2938458,StockroomLocationData|28332e9d-05c4-44ac-b717-ab8a467f2047,false,BinData|616cd0b0-06ab-46e1-9fbe-d26d2d2143ae,1,ItemLocationData|4aa6e1dd-7d79-4d53-bae6-e270534008cf,2013-05-28 13:46:06:000 +0200,2013-05-28 13:46:06:000 +0200
816323,StockroomLocationData|94f771b0-d548-4811-a299-98b3b12ce6ea,false,BinData|7b5969d8-e0d6-4243-ba71-c46dbadc1e1d,1,ItemLocationData|4aa720e0-3a88-4ffb-bb47-9ad31a00aa0b,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200
897853,StockroomLocationData|9ef0b7e5-cd28-4bb2-82b0-bd4b8428e563,false,BinData|7ddda32c-e68d-41bc-95c6-1fe27ac8d534,1,ItemLocationData|4aa878c2-4b25-4b97-8c1a-05b3982d7be9,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
2054947,StockroomLocationData|45ea79c1-8f98-4f73-9b88-a7a732782396,false,BinData|ad0883b6-e9d5-45ac-afc7-65989b30b782,1,ItemLocationData|4ab9d71c-8ddc-4537-be70-bf7c48ffe84f,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200
482105,StockroomLocationData|0547f69e-d390-400b-a2eb-848772325406,false,BinData|e3123ca7-e663-471b-9afb-edb040b89d16,1,ItemLocationData|4ac5a263-0d9a-4d5e-8ac2-d34027f00802,2013-05-28 13:46:35:000 +0200,2013-05-28 13:46:35:000 +0200
3400506,StockroomLocationData|dd4ac519-8571-440e-9b9e-730376d968d9,false,BinData|043f8aba-26fa-4022-b92d-54748d3a390d,1,ItemLocationData|4ad78981-9359-40f4-8953-18492bad205b,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200
784172,StockroomLocationData|f2b76642-45f3-4d24-bd1e-6098c5f01ded,false,BinData|b2f006dc-fac9-4679-887a-90133d5c82f2,1,ItemLocationData|4addd25a-0789-4866-9eb0-809a9a642ffd,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200
325414,StockroomLocationData|36197c25-3e3f-4cf1-9a16-86bd6142f196,false,BinData|1479b4b0-50cc-4dbd-9f69-0f635ac9d3bf,1,ItemLocationData|4ae73f33-5791-4c59-b75a-b9bf1c810815,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200
3514523,StockroomLocationData|aaec9183-ba68-469b-bdec-785a2b7df847,false,BinData|42e04d5b-52fb-45a3-9e74-81b7a4847b59,1,ItemLocationData|4ae867b9-307d-4f0b-8d38-3a461dfeec03,2013-05-28 13:46:34:000 +0200,2013-05-28 13:46:34:000 +0200
1993748,StockroomLocationData|94f771b0-d548-4811-a299-98b3b12ce6ea,false,BinData|7b5969d8-e0d6-4243-ba71-c46dbadc1e1d,1,ItemLocationData|4aeccdab-b93d-433d-8aea-ecab8bd59b75,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200
1981412,StockroomLocationData|27e4df27-4570-4374-a9b6-85c05eb4b8c4,false,BinData|74c7d8be-27fe-4cdc-9d31-f0848958f8c5,1,ItemLocationData|4aefc3ed-d927-4dca-a921-b88f2965a2be,2013-05-28 13:46:24:000 +0200,2013-05-28 13:46:24:000 +0200
450848,StockroomLocationData|9ef0b7e5-cd28-4bb2-82b0-bd4b8428e563,false,BinData|7ddda32c-e68d-41bc-95c6-1fe27ac8d534,1,ItemLocationData|4af292a5-7d84-45e6-93f9-ef9e8237b556,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
1687508,StockroomLocationData|29001c68-589f-4244-8f51-910a7956a17a,false,BinData|84e3bc32-fe52-41e8-bf31-6563026158e5,1,ItemLocationData|4af55d1a-2e1d-4a07-989e-96002947a710,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200
429430,StockroomLocationData|27e4df27-4570-4374-a9b6-85c05eb4b8c4,false,BinData|74c7d8be-27fe-4cdc-9d31-f0848958f8c5,1,ItemLocationData|4af5b466-f2e2-401d-8c7c-994c68bfa74d,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200
2336004,StockroomLocationData|ad17cd93-28e0-48ec-8549-45bc76e97890,false,BinData|03cbcd89-fbc0-498f-9f46-fefa32cad6cc,1,ItemLocationData|4b0b2f89-e61b-40ec-a0fc-9a2fee76e07b,2013-05-28 13:46:29:000 +0200,2013-05-28 13:46:29:000 +0200
5473115,StockroomLocationData|36197c25-3e3f-4cf1-9a16-86bd6142f196,false,BinData|1479b4b0-50cc-4dbd-9f69-0f635ac9d3bf,1,ItemLocationData|4b10259e-d2f6-448e-b560-2f95a353c45e,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200
149243,StockroomLocationData|f348db1d-edf7-4a65-b40b-871480ff0998,false,BinData|805c9511-eb09-413a-a012-c6afe85ce805,1,ItemLocationData|4b129155-cfdf-4525-9a34-140324a04944,2013-05-28 13:46:48:000 +0200,2013-05-28 13:46:48:000 +0200
4200373,StockroomLocationData|39008d5a-56a5-47b2-8edc-97ac5571d438,false,BinData|8f48d1d2-f785-496e-a637-5e012bf39ffc,1,ItemLocationData|4b12e2eb-7a7f-4422-a0b8-5bb018b9ab09,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200
110561,StockroomLocationData|14e33d57-8a85-4279-806a-d9fd0933f326,false,BinData|d2d29199-6a53-4921-a2ee-75297cb7f23f,1,ItemLocationData|4b15c1f6-60ce-4fd3-9967-1af1d7e45303,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200
898520,StockroomLocationData|50897038-bd41-49ef-885c-3aa944980e97,false,BinData|7ba74934-76ab-4c9a-acdb-34e63ba8e97d,1,ItemLocationData|4b1fc2f8-4931-4c73-90db-51cf1bf79f99,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200
834955,StockroomLocationData|9314cf04-634b-4678-a04a-24cc96133f50,false,BinData|bac24dc6-7598-4053-a00f-434eadfe2deb,1,ItemLocationData|4b1fe5e0-695e-4302-af17-ca79f723b2e0,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200
4528140,StockroomLocationData|b4ae8dca-0205-465b-9291-ef50a75ca7f8,false,BinData|ed4afe0e-8b73-4bc3-a785-917776eb4b7a,1,ItemLocationData|4b2d3868-9ab1-4ed1-abab-9b21027ae11b,2013-05-28 13:46:44:000 +0200,2013-05-28 13:46:44:000 +0200
2934303,StockroomLocationData|1e7bb275-25b4-4935-bfa3-8084d9edb78d,false,BinData|b9598728-0f09-43da-b329-ea0d93eaeab6,1,ItemLocationData|4b2f3f6a-3376-421f-a0d3-dd6f0e2afc0a,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200
514518,StockroomLocationData|39008d5a-56a5-47b2-8edc-97ac5571d438,false,BinData|8f48d1d2-f785-496e-a637-5e012bf39ffc,1,ItemLocationData|4b33cdef-5143-4c3f-9feb-e79f8902b598,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200
4812254,StockroomLocationData|524ab20c-55ff-4f68-be17-3c77ee2d6a14,false,BinData|87bbc0df-56af-4ed3-996c-1d8f30b3e542,1,ItemLocationData|4b39e5b5-bf7c-4111-865d-814a7a3cf670,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200
2231913,StockroomLocationData|a20cf24e-d324-4297-9e72-bd43a51bdc71,false,BinData|a9acad6e-e89c-42f4-b565-f18ba1b6dd04,1,ItemLocationData|4b3da1a8-d6db-45f3-ae86-887c6dbacc72,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
726511,StockroomLocationData|f2b76642-45f3-4d24-bd1e-6098c5f01ded,false,BinData|b2f006dc-fac9-4679-887a-90133d5c82f2,1,ItemLocationData|4b4391b1-062c-4f10-9dd1-6167d2d7f3a4,2013-05-28 13:46:22:000 +0200,2013-05-28 13:46:22:000 +0200
2934302,StockroomLocationData|b4ae8dca-0205-465b-9291-ef50a75ca7f8,false,BinData|ed4afe0e-8b73-4bc3-a785-917776eb4b7a,1,ItemLocationData|4b45968b-cf28-4755-8442-d00e9c928290,2013-05-28 13:46:44:000 +0200,2013-05-28 13:46:44:000 +0200
805693,StockroomLocationData|45ea79c1-8f98-4f73-9b88-a7a732782396,false,BinData|ad0883b6-e9d5-45ac-afc7-65989b30b782,1,ItemLocationData|4b4c28e2-3b0c-45cf-8674-c98ccebd03ad,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200
1981414,StockroomLocationData|5142315e-475f-44b7-af85-410edeb39a21,false,BinData|100c112e-19b5-4f8b-926a-d5c50165452d,1,ItemLocationData|4b4d945a-981f-4b58-a3c6-f5af89c1d418,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200
899387,StockroomLocationData|d7267a18-65a1-43a2-aec2-4f2331508c32,false,BinData|d49c433a-9dab-493a-8a76-c49c8e1ed3d1,1,ItemLocationData|4b4e06b2-586f-442a-9f3a-c94df8bb0f59,2013-05-28 13:46:37:000 +0200,2013-05-28 13:46:37:000 +0200
472054,StockroomLocationData|b244a351-5d62-4ed8-b2ec-e4ce37cedd7c,false,BinData|44e827c7-9461-4076-a68e-97b35097b063,1,ItemLocationData|4b635d77-4ff2-4c44-b637-61ef3a538615,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200
824267,StockroomLocationData|524ab20c-55ff-4f68-be17-3c77ee2d6a14,false,BinData|87bbc0df-56af-4ed3-996c-1d8f30b3e542,1,ItemLocationData|4b63cf43-9807-4ea3-b443-de44382cef7c,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200
1422224,StockroomLocationData|29001c68-589f-4244-8f51-910a7956a17a,false,BinData|84e3bc32-fe52-41e8-bf31-6563026158e5,1,ItemLocationData|4b697a32-18bc-4229-9bd1-3b82b9e0f91a,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200
2336004,StockroomLocationData|f82e9621-7207-4005-98de-df1b2def7dc3,false,BinData|b84a4300-4d72-40e4-8413-56bd0f030623,1,ItemLocationData|4b6aaa47-3c6d-4ffa-a590-9a59a6b584ad,2013-05-28 13:46:37:000 +0200,2013-05-28 13:46:37:000 +0200
3429337,StockroomLocationData|dd4ac519-8571-440e-9b9e-730376d968d9,false,BinData|043f8aba-26fa-4022-b92d-54748d3a390d,1,ItemLocationData|4b74f457-2472-45f8-a430-7c642196c791,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200
1997551,StockroomLocationData|29001c68-589f-4244-8f51-910a7956a17a,false,BinData|84e3bc32-fe52-41e8-bf31-6563026158e5,1,ItemLocationData|4b808cd1-35e3-4192-842f-326ff76164b2,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200
479742,StockroomLocationData|3e5c43c2-d5b3-4d16-bc03-f8de9e6107c7,false,BinData|4c1bc9f3-3797-438c-aa33-caf559305079,1,ItemLocationData|4b8136bf-8f03-4704-a011-098e1fe09623,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200
2053367,StockroomLocationData|00ed8938-4843-4977-8d12-94bb6335855b,false,BinData|e08b5d98-561a-40fa-b903-fc682ffce720,1,ItemLocationData|4b8ea6d8-b7a7-4e62-8908-f353226f5516,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200
29925,StockroomLocationData|8f9475da-024f-4450-9079-3d97b4a51c14,false,BinData|11df7138-566a-463f-b1ff-531dfee79927,1,ItemLocationData|4b8f60e1-1857-4fba-b4d5-30459b260226,2013-05-28 13:45:58:000 +0200,2013-05-28 13:45:58:000 +0200
356788,StockroomLocationData|0bdfe70f-65db-4967-bbab-0d3cc4a4e42f,false,BinData|ab845265-786a-406b-bcf8-ac63440fc814,1,ItemLocationData|4b94019f-d0c2-4587-a915-3158d15206f1,2013-05-28 13:46:14:000 +0200,2013-05-28 13:46:14:000 +0200
4608858,StockroomLocationData|36197c25-3e3f-4cf1-9a16-86bd6142f196,false,BinData|1479b4b0-50cc-4dbd-9f69-0f635ac9d3bf,1,ItemLocationData|4b946846-499f-4920-b4b3-db5e9563301a,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200
899387,StockroomLocationData|5413b88f-1957-47ef-beeb-68e80163595e,false,BinData|9b4943a8-56e2-4c4b-b3ae-7743bd4c4903,1,ItemLocationData|4b9539dc-f58e-426e-9550-04cef655ff03,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200
1494590,StockroomLocationData|6891151b-dd09-4eb0-a517-29e6aa160d1e,false,BinData|8a112d10-3132-4cec-b8b3-ce2fd4ff0e0b,1,ItemLocationData|4b9c279b-6f3b-42f3-b990-e88425565715,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200
1422224,StockroomLocationData|f2b76642-45f3-4d24-bd1e-6098c5f01ded,false,BinData|b2f006dc-fac9-4679-887a-90133d5c82f2,1,ItemLocationData|4b9d79ad-cc91-4181-9ed6-763652c51b02,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200
4841579,StockroomLocationData|45ea79c1-8f98-4f73-9b88-a7a732782396,false,BinData|ad0883b6-e9d5-45ac-afc7-65989b30b782,1,ItemLocationData|4ba04907-a4c9-4830-aeb5-66eb7f069fab,2013-05-28 13:46:50:000 +0200,2013-05-28 13:46:50:000 +0200
4873607,StockroomLocationData|27d00726-fb7c-4a86-becc-22ca74bb946d,false,BinData|9015bee9-dd3c-45bb-b47f-71414057fef0,1,ItemLocationData|4ba90650-291f-4058-81ba-565d5b2c29fa,2013-05-28 13:46:43:000 +0200,2013-05-28 13:46:43:000 +0200
479742,StockroomLocationData|a20cf24e-d324-4297-9e72-bd43a51bdc71,false,BinData|a9acad6e-e89c-42f4-b565-f18ba1b6dd04,1,ItemLocationData|4bbf42c6-6cef-482f-b958-da538d4bf63c,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
572473,StockroomLocationData|9ef0b7e5-cd28-4bb2-82b0-bd4b8428e563,false,BinData|7ddda32c-e68d-41bc-95c6-1fe27ac8d534,1,ItemLocationData|4bc74678-0431-42b8-94c2-d108624fa154,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
3557133,StockroomLocationData|94f771b0-d548-4811-a299-98b3b12ce6ea,false,BinData|7b5969d8-e0d6-4243-ba71-c46dbadc1e1d,1,ItemLocationData|4be6134f-f945-4a1f-884d-88f01f8156b1,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200
288420,StockroomLocationData|db7d2c95-c355-4e4f-8969-a3e924d2692a,false,BinData|30e88447-ff76-4828-a3ef-8a535e1d6f95,1,ItemLocationData|4be8e63d-bb50-4574-80f0-da7472462ddd,2013-05-28 13:46:04:000 +0200,2013-05-28 13:46:04:000 +0200
346944,StockroomLocationData|8f9475da-024f-4450-9079-3d97b4a51c14,false,BinData|11df7138-566a-463f-b1ff-531dfee79927,1,ItemLocationData|4bf4f5ad-0b0a-4f64-b2a5-8e7acb18c994,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200
834955,StockroomLocationData|55882c0d-6a68-4ddd-a0c4-c04e149dd0f6,false,BinData|ee834840-c3f7-4894-8d54-99055f8f2625,1,ItemLocationData|4bf6a1f4-0a73-4cec-98b6-a49058a66fac,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200
328796,StockroomLocationData|9ef0b7e5-cd28-4bb2-82b0-bd4b8428e563,false,BinData|7ddda32c-e68d-41bc-95c6-1fe27ac8d534,1,ItemLocationData|4c027c36-bd97-4b21-a520-215c0a3f86ed,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
3514523,StockroomLocationData|9ef0b7e5-cd28-4bb2-82b0-bd4b8428e563,false,BinData|7ddda32c-e68d-41bc-95c6-1fe27ac8d534,1,ItemLocationData|4c093207-06b8-467b-a678-6dad3cf98935,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200
2053266,StockroomLocationData|0f60cba9-3c71-4324-96f2-3f59cb0f3bf1,false,BinData|5092b04b-8e9a-488c-9cca-1fd1318dad1d,1,ItemLocationData|4c099a92-ca96-43e4-a101-9207a114360b,2013-05-28 13:46:21:000 +0200,2013-05-28 13:46:21:000 +0200
1366001,StockroomLocationData|0f60cba9-3c71-4324-96f2-3f59cb0f3bf1,false,BinData|5092b04b-8e9a-488c-9cca-1fd1318dad1d,1,ItemLocationData|4c213bae-bad5-41e7-af49-b93ef5be6234,2013-05-28 13:46:22:000 +0200,2013-05-28 13:46:22:000 +0200
1438466,StockroomLocationData|00ed8938-4843-4977-8d12-94bb6335855b,false,BinData|e08b5d98-561a-40fa-b903-fc682ffce720,1,ItemLocationData|4c29b193-cb3c-4b5b-9e1a-c1279a768cb7,2013-05-28 13:46:18:000 +0200,2013-05-28 13:46:18:000 +0200
560583,StockroomLocationData|45ea79c1-8f98-4f73-9b88-a7a732782396,false,BinData|ad0883b6-e9d5-45ac-afc7-65989b30b782,1,ItemLocationData|4c2ec2e5-7158-4afc-9f8c-d0b49f2be583,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200
834954,StockroomLocationData|b4ae8dca-0205-465b-9291-ef50a75ca7f8,false,BinData|ed4afe0e-8b73-4bc3-a785-917776eb4b7a,1,ItemLocationData|4c317670-5db6-4a7e-bad1-75cb62d7acd7,2013-05-28 13:46:43:000 +0200,2013-05-28 13:46:43:000 +0200
898520,StockroomLocationData|55882c0d-6a68-4ddd-a0c4-c04e149dd0f6,false,BinData|ee834840-c3f7-4894-8d54-99055f8f2625,1,ItemLocationData|4c3c5b0f-744f-422c-83ee-c0ee718149db,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200
503392,StockroomLocationData|0547f69e-d390-400b-a2eb-848772325406,false,BinData|e3123ca7-e663-471b-9afb-edb040b89d16,1,ItemLocationData|4c42b52d-3dbd-4876-b7c9-9798b047d41a,2013-05-28 13:46:34:000 +0200,2013-05-28 13:46:34:000 +0200
